"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria7368","7326200699","Los demás."
"catalogos_fraccionarancelaria7369","7326909901","Moldes para pan o sus partes sueltas, de uso industrial."
"catalogos_fraccionarancelaria7370","7326909902","Accesorios para tendidos aéreos eléctricos."
"catalogos_fraccionarancelaria7371","7326909903","Abrazaderas, con diámetro interior inferior o igual a 609.6 mm."
"catalogos_fraccionarancelaria7372","7326909904","Grapas o empalmes de acero, para correas de transmisión o de transporte."
"catalogos_fraccionarancelaria7373","7326909905","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria7374","7326909906","Bobinas o carretes."
"catalogos_fraccionarancelaria7375","7326909907","Abrazaderas, excepto lo comprendido en el número de identificación comercial 7326.90.99.03."
"catalogos_fraccionarancelaria7376","7326909908","Cospeles."
"catalogos_fraccionarancelaria7377","7326909909","Mangos o bastones metálicos para escobas, incluso con rosca de plástico."
"catalogos_fraccionarancelaria7378","7326909910","Casquillos para herramientas."
"catalogos_fraccionarancelaria7379","7326909999","Las demás."
"catalogos_fraccionarancelaria7380","7401000301","Matas de cobre."
"catalogos_fraccionarancelaria7381","7401000302","Cobre de cementación (cobre precipitado)."
"catalogos_fraccionarancelaria7382","7402000100","Cobre sin refinar; ánodos de cobre para refinado electrolítico."
"catalogos_fraccionarancelaria7383","7403110100","Cátodos y secciones de cátodos."
"catalogos_fraccionarancelaria7384","7403120100","Barras para alambrón (""wire-bars"")."
"catalogos_fraccionarancelaria7385","7403130100","Tochos."
"catalogos_fraccionarancelaria7386","7403199900","Los demás."
"catalogos_fraccionarancelaria7387","7403210100","A base de cobre-cinc (latón)."
"catalogos_fraccionarancelaria7388","7403220100","A base de cobre-estaño (bronce)."
"catalogos_fraccionarancelaria7389","7403290201","A base de cobre-níquel (cuproníquel) o de cobre-níquel-cinc (alpaca)."
"catalogos_fraccionarancelaria7390","7403290299","Las demás."
"catalogos_fraccionarancelaria7391","7404000301","Aleados, excepto lo comprendido en el número de identificación comercial 7404.00.03.02."
"catalogos_fraccionarancelaria7392","7404000302","Anodos gastados; desperdicios y desechos con contenido de cobre inferior al 94%, en peso."
"catalogos_fraccionarancelaria7393","7404000399","Los demás."
"catalogos_fraccionarancelaria7394","7405000100","Aleaciones madre de cobre."
"catalogos_fraccionarancelaria7395","7406100100","Polvo de estructura no laminar."
"catalogos_fraccionarancelaria7396","7406200100","Polvo de estructura laminar; escamillas."
"catalogos_fraccionarancelaria7397","7407100100","Barras."
"catalogos_fraccionarancelaria7398","7407109901","Perfiles huecos."
"catalogos_fraccionarancelaria7399","7407109999","Los demás."
"catalogos_fraccionarancelaria7400","7407210200","Perfiles huecos."
"catalogos_fraccionarancelaria7401","7407219901","Barras."
"catalogos_fraccionarancelaria7402","7407219999","Los demás."
"catalogos_fraccionarancelaria7403","7407299901","Barras  de  cobre  aleadas,  con  uno  o  más  de  los  siguientes  metales:  cromo,  berilio,  cobalto, zirconio."
"catalogos_fraccionarancelaria7404","7407299902","Barras de cobre aleadas con telurio."
"catalogos_fraccionarancelaria7405","7407299903","Barras a base de cobre-níquel (cuproníquel) o de cobre-níquel-cinc (alpaca)."
"catalogos_fraccionarancelaria7406","7407299999","Los demás."
"catalogos_fraccionarancelaria7407","7408110201","De sección transversal inferior o igual a 9.5 mm."
"catalogos_fraccionarancelaria7408","7408110299","Los demás."
"catalogos_fraccionarancelaria7409","7408190100","De cobre libres de oxígeno, con pureza igual o superior al 99.22%, de diámetro inferior o igual a 1 mm,  con  o  sin  recubrimiento  de  níquel,  reconocibles  para  la  fabricación  de  electrodos  para cátodos de encendido de focos, tubos de descarga o tubos de rayos catódicos."
"catalogos_fraccionarancelaria7410","7408190200","Con recubrimiento de plata hasta el 2% (plateado), inclusive, con diámetro de 0.08 mm a 1 mm."
"catalogos_fraccionarancelaria7411","7408199900","Los demás."
"catalogos_fraccionarancelaria7412","7408210100","A base de cobre-cinc (latón)."
"catalogos_fraccionarancelaria7413","7408220100","A  base  de  cobre-níquel  (cuproníquel)  de  cualquier  diámetro,  o  a  base  de  cobre-níquel-cinc (alpaca) de diámetro superior o igual a 0.5 mm."
"catalogos_fraccionarancelaria7414","7408229900","Los demás."
"catalogos_fraccionarancelaria7415","7408299900","Los demás."
"catalogos_fraccionarancelaria7416","7409110100","Enrolladas."
"catalogos_fraccionarancelaria7417","7409199900","Las demás."
"catalogos_fraccionarancelaria7418","7409210100","Enrolladas."
"catalogos_fraccionarancelaria7419","7409299900","Las demás."
"catalogos_fraccionarancelaria7420","7409310100","Enrolladas."
"catalogos_fraccionarancelaria7421","7409399900","Las demás."
"catalogos_fraccionarancelaria7422","7409400100","De aleaciones a base de cobre-níquel (cuproníquel) o de cobre-níquel-cinc (alpaca)."
"catalogos_fraccionarancelaria7423","7409900100","De las demás aleaciones de cobre."
"catalogos_fraccionarancelaria7424","7410110100","De cobre refinado."
"catalogos_fraccionarancelaria7425","7410120100","De aleaciones de cobre."
"catalogos_fraccionarancelaria7426","7410210400","De cobre refinado."
"catalogos_fraccionarancelaria7427","7410220100","De aleaciones de cobre."
"catalogos_fraccionarancelaria7428","7411100100","Con espesor de pared inferior o igual a 3 mm, excepto serpentines."
"catalogos_fraccionarancelaria7429","7411109901","Con  espesor de pared superior a 3 mm,  sin  exceder  de  15  mm,  excepto lo comprendido  en  el número de identificación comercial 7411.10.99.02."
"catalogos_fraccionarancelaria7430","7411109902","Serpentines."
"catalogos_fraccionarancelaria7431","7411109903","Tubos aletados de una sola pieza."
"catalogos_fraccionarancelaria7432","7411109999","Los demás."
"catalogos_fraccionarancelaria7433","7411210100","Con espesor de pared inferior o igual a 3 mm, excepto serpentines y lo comprendido en la fracción arancelaria 7411.21.05."
"catalogos_fraccionarancelaria7434","7411210500","Sin costura, con espesor de pared igual o superior a 0.20 mm pero inferior o igual a 0.40 mm, para instalaciones sanitarias."
"catalogos_fraccionarancelaria7435","7411219901","Con espesor de pared superior a 3 mm, sin exceder de 15 mm, excepto serpentines."
"catalogos_fraccionarancelaria7436","7411219999","Los demás."
"catalogos_fraccionarancelaria7437","7411220100","Con espesor de pared inferior o igual a 3 mm, excepto serpentines."
"catalogos_fraccionarancelaria7438","7411220200","Con espesor de pared superior a 3 mm, sin exceder de 15 mm, excepto serpentines."
"catalogos_fraccionarancelaria7439","7411229900","Los demás."
"catalogos_fraccionarancelaria7440","7411290100","Con espesor de pared inferior o igual a 3 mm, excepto serpentines."
"catalogos_fraccionarancelaria7441","7411299900","Los demás."
"catalogos_fraccionarancelaria7442","7412100100","De cobre refinado."
"catalogos_fraccionarancelaria7443","7412200100","De aleaciones de cobre."
"catalogos_fraccionarancelaria7444","7413000200","Cables, trenzas y artículos similares, de cobre, sin aislar para electricidad."
"catalogos_fraccionarancelaria7445","7415100200","Puntas y clavos, chinchetas (chinches), grapas apuntadas y artículos similares."
"catalogos_fraccionarancelaria7446","7415210100","Arandelas (incluidas las arandelas de muelle (resorte))."
"catalogos_fraccionarancelaria7447","7415299900","Los demás."
"catalogos_fraccionarancelaria7448","7415330300","Tornillos; pernos y tuercas."
"catalogos_fraccionarancelaria7449","7415399900","Los demás."
"catalogos_fraccionarancelaria7450","7418100100","Artículos de uso doméstico y sus partes; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos."
"catalogos_fraccionarancelaria7451","7418200100","Artículos de higiene o tocador, y sus partes."
"catalogos_fraccionarancelaria7452","7419100100","Cadenas y sus partes."
"catalogos_fraccionarancelaria7453","7419910100","Terminales para cables."
"catalogos_fraccionarancelaria7454","7419910200","Accesorios para tendidos aéreos eléctricos."
"catalogos_fraccionarancelaria7455","7419910300","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria7456","7419910400","Electrodos circulares para máquinas o aparatos de soldar."
"catalogos_fraccionarancelaria7457","7419910500","Terminales reconocibles como concebidas exclusivamente para resistencias no calentadoras."
"catalogos_fraccionarancelaria7458","7419910600","Arillos o cospeles, reconocibles como concebidos exclusivamente para la acuñación de monedas."
"catalogos_fraccionarancelaria7459","7419919900","Los demás."
"catalogos_fraccionarancelaria7460","7419990100","Terminales para cables."
"catalogos_fraccionarancelaria7461","7419990200","Accesorios para tendidos aéreos eléctricos."
"catalogos_fraccionarancelaria7462","7419999901","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria7463","7419999902","Terminales reconocibles como concebidas exclusivamente para resistencias no calentadoras."
"catalogos_fraccionarancelaria7464","7419999903","Arillos o cospeles, reconocibles como concebidos exclusivamente para la acuñación de monedas."
"catalogos_fraccionarancelaria7465","7419999904","Chapas o bandas extendidas."
"catalogos_fraccionarancelaria7466","7419999905","Muelles (resortes), excepto planos, con almohadilla de fieltro, para cassette."
"catalogos_fraccionarancelaria7467","7419999999","Los demás."
"catalogos_fraccionarancelaria7468","7501100100","Matas de níquel."
"catalogos_fraccionarancelaria7469","7501200100","""Sinters"" de óxidos de níquel y demás productos intermedios de la metalurgia del níquel."
"catalogos_fraccionarancelaria7470","7502100100","Níquel sin alear."
"catalogos_fraccionarancelaria7471","7502200100","Aleaciones de níquel."
"catalogos_fraccionarancelaria7472","7503000100","Desperdicios y desechos, de níquel."
"catalogos_fraccionarancelaria7473","7504000100","Polvo y escamillas, de níquel."
"catalogos_fraccionarancelaria7474","7505110100","De níquel sin alear."
"catalogos_fraccionarancelaria7475","7505120100","De aleaciones de níquel."
"catalogos_fraccionarancelaria7476","7505210100","De níquel sin alear."
"catalogos_fraccionarancelaria7477","7505220100","De aleaciones de níquel."
"catalogos_fraccionarancelaria7478","7506100201","Hojas con espesor inferior o igual a 0.15 mm."
"catalogos_fraccionarancelaria7479","7506100299","Las demás."
"catalogos_fraccionarancelaria7480","7506200200","De aleaciones de níquel."
"catalogos_fraccionarancelaria7481","7507110100","De níquel sin alear."
"catalogos_fraccionarancelaria7482","7507120100","De aleaciones de níquel."
"catalogos_fraccionarancelaria7483","7507200100","Accesorios de tubería."
"catalogos_fraccionarancelaria7484","7508100100","Telas metálicas, redes y rejas, de alambre de níquel."
"catalogos_fraccionarancelaria7485","7508909901","Anodos para niquelar incluso los obtenidos por electrólisis, en bruto o manufacturados."
"catalogos_fraccionarancelaria7486","7508909999","Las demás."
"catalogos_fraccionarancelaria7487","7601100201","Lingotes  de  aluminio  con  pureza  mínima  de  99.7%  de  aluminio,  conteniendo  en  peso:  0.010  a 0.025% de boro, 0.04 a 0.08% de silicio y 0.13 a 0.18% de hierro, reconocibles como destinados a la fabricación de conductores eléctricos."
"catalogos_fraccionarancelaria7488","7601100299","Los demás."
"catalogos_fraccionarancelaria7489","7601200201","En cualquier forma, con un contenido igual o superior a: 5% de titanio y 1% de boro; o de 10% de estroncio, excepto -en ambos casos- de sección transversal circular de diámetro igual o superior a 50 mm."
"catalogos_fraccionarancelaria7490","7601200299","Las demás."
"catalogos_fraccionarancelaria7491","7602000201","Chatarra  o  desperdicios  de  aluminio  provenientes  de  cables,  placas,  hojas,  barras,  perfiles  o tubos."
"catalogos_fraccionarancelaria7492","7602000299","Los demás."
"catalogos_fraccionarancelaria7493","7603100100","Polvo de estructura no laminar."
"catalogos_fraccionarancelaria7494","7603200100","Polvo de estructura laminar; escamillas."
"catalogos_fraccionarancelaria7495","7604100100","Con  pureza  mínima  de  99.5%,  diámetro  igual  o  superior  a  9  mm,  para  la  fabricación  de conductores eléctricos."
"catalogos_fraccionarancelaria7496","7604100200","Perfiles."
"catalogos_fraccionarancelaria7497","7604109900","Los demás."
"catalogos_fraccionarancelaria7498","7604210100","Perfiles huecos."
"catalogos_fraccionarancelaria7499","7604290100","Barras de aluminio, con un contenido en peso de: 0.7% de hierro, 0.4 a 0.8% de silicio, 0.15 a 0.40%  de  cobre,  0.8  a  1.2%  de  magnesio,  0.04  a  0.35%  de  cromo,  además  de  los  otros elementos."
"catalogos_fraccionarancelaria7500","7604290200","Perfiles."
"catalogos_fraccionarancelaria7501","7604299900","Los demás."
"catalogos_fraccionarancelaria7502","7605110100","Con pureza mínima de 99.5% de aluminio y diámetro igual o superior a 9 mm, para la fabricación de conductores eléctricos."
"catalogos_fraccionarancelaria7503","7605119900","Los demás."
"catalogos_fraccionarancelaria7504","7605199900","Los demás."
"catalogos_fraccionarancelaria7505","7605210100","Con un contenido en peso de: 0.7% de hierro, 0.4 a 0.8% de silicio, 0.15 a 0.40% de cobre, 0.8 a 1.2% de magnesio, 0.04 a 0.35% de cromo, además de los otros elementos."
"catalogos_fraccionarancelaria7506","7605210200","De aleación 5056."
"catalogos_fraccionarancelaria7507","7605219900","Los demás."
"catalogos_fraccionarancelaria7508","7605290100","Con un contenido en peso de: 0.7% de hierro, 0.4 a 0.8% de silicio, 0.15 a 0.40% de cobre, 0.8 a 1.2% de magnesio, 0.04 a 0.35% de cromo, además de los otros elementos."
"catalogos_fraccionarancelaria7509","7605290200","De la aleación A2011TD, según Norma JIS-H-4040, o sus equivalentes."
